Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Bus,Memory,GPU clock,Memory clock,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double)
AMD,Volcanic Islands (R9 200),Radeon R9 270,https://www.techpowerup.com/gpu-specs/radeon-r9-270.c2458,Curacao,https://www.techpowerup.com/gpu-specs/amd-curacao.g758,"Nov 13th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",900 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,29.60 GPixel/s,74.00 GTexel/s,,2.368 TFLOPS,148.0 GFLOPS (1:16)
AMD,Volcanic Islands (R9 200),Radeon R9 270X,https://www.techpowerup.com/gpu-specs/radeon-r9-270x.c2466,Curacao,https://www.techpowerup.com/gpu-specs/amd-curacao.g758,"Oct 8th, 2013",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,33.60 GPixel/s,84.00 GTexel/s,,2.688 TFLOPS,168.0 GFLOPS (1:16)
AMD,Volcanic Islands (R9 200),Radeon R9 280,https://www.techpowerup.com/gpu-specs/radeon-r9-280.c2405,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Mar 4th, 2014",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",827 MHz,1250 MHz,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,29.86 GPixel/s,104.5 GTexel/s,,3.344 TFLOPS,836.0 GFLOPS (1:4)
AMD,Volcanic Islands (R9 200),Radeon R9 280X,https://www.techpowerup.com/gpu-specs/radeon-r9-280x.c2398,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,"Oct 8th, 2013",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1500 MHz,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,32.00 GPixel/s,128.0 GTexel/s,,4.096 TFLOPS,"1,024 GFLOPS (1:4)"
AMD,Volcanic Islands (R9 200),Radeon R9 285,https://www.techpowerup.com/gpu-specs/radeon-r9-285.c2609,Tonga,https://www.techpowerup.com/gpu-specs/amd-tonga.g768,"Sep 2nd, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",918 MHz,1375 MHz,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,768 KB,,265 W,29.38 GPixel/s,102.8 GTexel/s,3.290 TFLOPS (1:1),3.290 TFLOPS,205.6 GFLOPS (1:16)
AMD,Volcanic Islands (R9 200),Radeon R9 285X,https://www.techpowerup.com/gpu-specs/radeon-r9-285x.c2913,Tonga,https://www.techpowerup.com/gpu-specs/amd-tonga.g768,Never Released,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1002 MHz,1375 MHz,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,768 KB,,265 W,32.06 GPixel/s,128.3 GTexel/s,,4.104 TFLOPS,
AMD,Volcanic Islands (R9 200),Radeon R9 290,https://www.techpowerup.com/gpu-specs/radeon-r9-290.c2397,Hawaii,https://www.techpowerup.com/gpu-specs/amd-hawaii.g738,"Nov 5th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",947 MHz,1250 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,60.61 GPixel/s,151.5 GTexel/s,,4.849 TFLOPS,606.1 GFLOPS (1:8)
AMD,Volcanic Islands (R9 200),Radeon R9 290X,https://www.techpowerup.com/gpu-specs/radeon-r9-290x.c2460,Hawaii,https://www.techpowerup.com/gpu-specs/amd-hawaii.g738,"Oct 24th, 2013",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1250 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,176.0 GTexel/s,,5.632 TFLOPS,704.0 GFLOPS (1:8)
AMD,Volcanic Islands (R9 200),Radeon R9 280X2,https://www.techpowerup.com/gpu-specs/radeon-r9-280x2.c3473,Tahiti,https://www.techpowerup.com/gpu-specs/amd-tahiti.g120,Unknown,PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",950 MHz,1500 MHz,GCN 1.0,TSMC,28 nm,"4,313 million",12.3M / mm²,352 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,2048,128,32,,,16 KB per CU,768 KB,,375 W,32.00 GPixel/s,128.0 GTexel/s,,4.096 TFLOPS,"1,024 GFLOPS (1:4)"
AMD,Volcanic Islands (R9 200),Radeon R9 290X2,https://www.techpowerup.com/gpu-specs/radeon-r9-290x2.c2583,Hawaii,https://www.techpowerup.com/gpu-specs/amd-hawaii.g738,"Jun 24th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,176.0 GTexel/s,,5.632 TFLOPS,704.0 GFLOPS (1:8)
AMD,Volcanic Islands (R9 200),Radeon R9 295X2,https://www.techpowerup.com/gpu-specs/radeon-r9-295x2.c2523,Vesuvius,https://www.techpowerup.com/gpu-specs/amd-vesuvius.g755,"Apr 29th, 2014",PCIe 3.0 x16,"4 GB, GDDR5, 512 bit",1018 MHz,1250 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,500 W,65.15 GPixel/s,179.2 GTexel/s,,5.733 TFLOPS,716.7 GFLOPS (1:8)
AMD,Pirate Islands (R5 300),Radeon R5 310 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-310-oem.c2680,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"May 5th, 2015",PCIe 2.0 x16,"2 GB, DDR3, 64 bit",775 MHz,805 MHz,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.100 GPixel/s,6.200 GTexel/s,,248.0 GFLOPS,
AMD,Pirate Islands (R5 300),Radeon R5 310 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-310-oem.c3025,Caicos,https://www.techpowerup.com/gpu-specs/amd-caicos.g114,"May 5th, 2015",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",875 MHz,900 MHz,TeraScale 2,TSMC,40 nm,370 million,5.5M / mm²,67 mm²,11.2 (11_0),4.4,1.2,N/A,5.0,1.3,,,160,8,4,,,8 KB per CU,128 KB,,35 W,3.500 GPixel/s,7.000 GTexel/s,,280.0 GFLOPS,
AMD,Pirate Islands (R5 300),Radeon R5 330 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-330-oem.c2727,Exo,https://www.techpowerup.com/gpu-specs/amd-exo.g782,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",830 MHz,900 MHz,GCN 1.0,TSMC,28 nm,690 million,12.3M / mm²,56 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,320,20,8,,,16 KB per CU,128 KB,,50 W,6.840 GPixel/s,17.10 GTexel/s,,547.2 GFLOPS,
AMD,Pirate Islands (R5 300),Radeon R5 340 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-340-oem.c2683,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 64 bit",730 MHz,1150 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16)
AMD,Pirate Islands (R5 300),Radeon R5 340X OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-340x-oem.c2820,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",900 MHz,1000 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,7.200 GPixel/s,21.60 GTexel/s,,691.2 GFLOPS,43.20 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 340 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-340-oem.c2684,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 340 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-340-oem.c2946,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",730 MHz,1000 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 350 Fake Card,https://www.techpowerup.com/gpu-specs/radeon-r7-350-fake-card.c2696,Opal,https://www.techpowerup.com/gpu-specs/amd-opal.g764,2015,PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1050 MHz,1150 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,35 W,8.400 GPixel/s,25.20 GTexel/s,,806.4 GFLOPS,
AMD,Pirate Islands (R7 300),Radeon R7 350 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-350-oem.c2682,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1000 MHz,1150 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,8.400 GPixel/s,25.20 GTexel/s,,806.4 GFLOPS,50.40 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 350X OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-350x-oem.c2819,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 128 bit",1000 MHz,1000 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,8.400 GPixel/s,25.20 GTexel/s,,806.4 GFLOPS,50.40 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 350,https://www.techpowerup.com/gpu-specs/radeon-r7-350.c3135,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Jul 6th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",800 MHz,1125 MHz,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,12.80 GPixel/s,25.60 GTexel/s,,819.2 GFLOPS,51.20 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 350 640SP,https://www.techpowerup.com/gpu-specs/radeon-r7-350-640sp.c3736,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Jan 7th, 2019",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,14.80 GPixel/s,37.00 GTexel/s,,"1,184 GFLOPS",74.00 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 360E,https://www.techpowerup.com/gpu-specs/radeon-r7-360e.c2827,Tobago,https://www.techpowerup.com/gpu-specs/amd-tobago.g777,"Dec 30th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1500 MHz,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,100 W,16.80 GPixel/s,50.40 GTexel/s,,1.613 TFLOPS,100.8 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 360,https://www.techpowerup.com/gpu-specs/radeon-r7-360.c2733,Tobago,https://www.techpowerup.com/gpu-specs/amd-tobago.g777,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,100 W,16.80 GPixel/s,50.40 GTexel/s,,1.613 TFLOPS,100.8 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 360 896SP,https://www.techpowerup.com/gpu-specs/radeon-r7-360-896sp.c2811,Tobago,https://www.techpowerup.com/gpu-specs/amd-tobago.g777,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,100 W,17.60 GPixel/s,61.60 GTexel/s,,1.971 TFLOPS,123.2 GFLOPS (1:16)
AMD,Pirate Islands (R7 300),Radeon R7 370,https://www.techpowerup.com/gpu-specs/radeon-r7-370.c2645,Trinidad,https://www.techpowerup.com/gpu-specs/amd-trinidad.g776,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,31.20 GPixel/s,62.40 GTexel/s,,1.997 TFLOPS,124.8 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 360 OEM,https://www.techpowerup.com/gpu-specs/radeon-r9-360-oem.c2661,Tobago,https://www.techpowerup.com/gpu-specs/amd-tobago.g777,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1625 MHz,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,100 W,16.80 GPixel/s,50.40 GTexel/s,,1.613 TFLOPS,100.8 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 370 1024SP,https://www.techpowerup.com/gpu-specs/radeon-r9-370-1024sp.c2800,Trinidad,https://www.techpowerup.com/gpu-specs/amd-trinidad.g776,"Jun 12th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,31.20 GPixel/s,62.40 GTexel/s,,1.997 TFLOPS,124.8 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 370,https://www.techpowerup.com/gpu-specs/radeon-r9-370.c2726,Trinidad,https://www.techpowerup.com/gpu-specs/amd-trinidad.g776,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,31.20 GPixel/s,78.00 GTexel/s,,2.496 TFLOPS,156.0 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 370X,https://www.techpowerup.com/gpu-specs/radeon-r9-370x.c2754,Trinidad,https://www.techpowerup.com/gpu-specs/amd-trinidad.g776,"Aug 27th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",980 MHz,1400 MHz,GCN 1.0,TSMC,28 nm,"2,800 million",13.2M / mm²,212 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,1280,80,32,,,16 KB per CU,512 KB,,180 W,32.96 GPixel/s,82.40 GTexel/s,,2.637 TFLOPS,164.8 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 380 OEM,https://www.techpowerup.com/gpu-specs/radeon-r9-380-oem.c2725,Antigua,https://www.techpowerup.com/gpu-specs/amd-antigua.g780,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",918 MHz,1375 MHz,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,512 KB,,190 W,29.38 GPixel/s,102.8 GTexel/s,3.290 TFLOPS (1:1),3.290 TFLOPS,205.6 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 380,https://www.techpowerup.com/gpu-specs/radeon-r9-380.c2734,Antigua,https://www.techpowerup.com/gpu-specs/amd-antigua.g780,"Jun 18th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",970 MHz,1375 MHz,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,512 KB,,190 W,31.04 GPixel/s,108.6 GTexel/s,3.476 TFLOPS (1:1),3.476 TFLOPS,217.3 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 380X,https://www.techpowerup.com/gpu-specs/radeon-r9-380x.c2758,Antigua,https://www.techpowerup.com/gpu-specs/amd-antigua.g780,"Nov 19th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",970 MHz,1425 MHz,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,512 KB,,190 W,31.04 GPixel/s,124.2 GTexel/s,3.973 TFLOPS (1:1),3.973 TFLOPS,248.3 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 390,https://www.techpowerup.com/gpu-specs/radeon-r9-390.c2664,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1500 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,160.0 GTexel/s,,5.120 TFLOPS,640.0 GFLOPS (1:8)
AMD,Pirate Islands (R9 300),Radeon R9 390X,https://www.techpowerup.com/gpu-specs/radeon-r9-390x.c2663,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Jun 18th, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1050 MHz,1500 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,67.20 GPixel/s,184.8 GTexel/s,,5.914 TFLOPS,739.2 GFLOPS (1:8)
AMD,Pirate Islands (R9 300),Radeon R9 390 X2,https://www.techpowerup.com/gpu-specs/radeon-r9-390-x2.c2755,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Sep 3rd, 2015",PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,160.0 GTexel/s,,5.120 TFLOPS,640.0 GFLOPS (1:8)
AMD,Pirate Islands (R9 300),Radeon R9 Nano,https://www.techpowerup.com/gpu-specs/radeon-r9-nano.c2735,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Aug 27th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,64.00 GPixel/s,256.0 GTexel/s,8.192 TFLOPS (1:1),8.192 TFLOPS,512.0 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 FURY,https://www.techpowerup.com/gpu-specs/radeon-r9-fury.c2736,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Jul 10th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,64.00 GPixel/s,224.0 GTexel/s,7.168 TFLOPS (1:1),7.168 TFLOPS,448.0 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 FURY X,https://www.techpowerup.com/gpu-specs/radeon-r9-fury-x.c2677,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Jun 24th, 2015",PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,67.20 GPixel/s,268.8 GTexel/s,8.602 TFLOPS (1:1),8.602 TFLOPS,537.6 GFLOPS (1:16)
AMD,Pirate Islands (R9 300),Radeon R9 FURY X2,https://www.techpowerup.com/gpu-specs/radeon-r9-fury-x2.c2741,Capsaicin,https://www.techpowerup.com/gpu-specs/amd-capsaicin.g791,Never Released,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,2048 KB,,350 W,67.20 GPixel/s,268.8 GTexel/s,,8.602 TFLOPS,
AMD,Arctic Islands (R5 400),Radeon R5 430 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-430-oem.c2893,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",730 MHz,1150 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16)
AMD,Arctic Islands (R5 400),Radeon R5 435 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-435-oem.c2894,Banks,https://www.techpowerup.com/gpu-specs/amd-banks.g891,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,1125 MHz,GCN 1.0,TSMC,28 nm,690 million,12.3M / mm²,56 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,320,20,8,,,16 KB per CU,128 KB,,50 W,8.240 GPixel/s,20.60 GTexel/s,,659.2 GFLOPS,41.20 GFLOPS (1:16)
AMD,Arctic Islands (R5 400),Radeon R7 430 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-430-oem.c2892,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16)
AMD,Arctic Islands (R5 400),Radeon R7 435 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-435-oem.c2891,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",920 MHz,1000 MHz,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,7.360 GPixel/s,18.40 GTexel/s,,588.8 GFLOPS,36.80 GFLOPS (1:16)
